level,team_formation,opp_formation,metric,value,sample_n
EXACT_x_EXACT,4-2-3-1,4-3-3,corners,4.6406,64
EXACT_x_EXACT,4-2-3-1,4-3-3,crosses,3.9531,64
EXACT_x_EXACT,4-2-3-1,4-4-1-1,clearances,24.6667,12
EXACT_x_EXACT,4-2-3-1,4-4-1-1,corners,4.6667,12
EXACT_x_EXACT,4-2-3-1,4-4-1-1,crosses,4.5833,12
EXACT_x_EXACT,4-2-3-1,4-4-2,clearances,22.2581,93
EXACT_x_EXACT,4-2-3-1,4-4-2,corners,4.9032,93
EXACT_x_EXACT,4-2-3-1,4-4-2,crosses,4.6452,93
EXACT_x_EXACT,4-2-3-1,4-5-1,clearances,22.0,5
EXACT_x_EXACT,4-2-3-1,4-5-1,corners,4.8,5
EXACT_x_EXACT,4-2-3-1,4-5-1,crosses,5.2,5
EXACT_x_EXACT,4-2-3-1,5-3-2,clearances,26.5769,26
EXACT_x_EXACT,4-2-3-1,5-3-2,corners,4.4231,26
EXACT_x_EXACT,4-2-3-1,5-3-2,crosses,3.2308,26
EXACT_x_EXACT,4-2-3-1,5-4-1,clearances,17.3889,18
EXACT_x_EXACT,4-2-3-1,5-4-1,corners,6.5556,18
EXACT_x_EXACT,4-2-3-1,5-4-1,crosses,6.2222,18
EXACT_x_EXACT,4-3-1-2,4-1-4-1,clearances,21.0,3
EXACT_x_EXACT,4-3-1-2,4-1-4-1,corners,5.3333,3
EXACT_x_EXACT,4-3-1-2,4-1-4-1,crosses,6.3333,3
EXACT_x_EXACT,4-3-1-2,4-2-3-1,clearances,23.25,4
EXACT_x_EXACT,4-3-1-2,4-2-3-1,corners,4.75,4
EXACT_x_EXACT,4-3-1-2,4-2-3-1,crosses,4.25,4
EXACT_x_EXACT,4-3-1-2,4-3-3,clearances,26.5,2
EXACT_x_EXACT,4-3-1-2,4-3-3,corners,6.0,2
EXACT_x_EXACT,4-3-1-2,4-3-3,crosses,3.5,2
EXACT_x_EXACT,4-3-1-2,4-4-2,clearances,16.5,2
EXACT_x_EXACT,4-3-1-2,4-4-2,corners,5.5,2
EXACT_x_EXACT,4-3-1-2,4-4-2,crosses,3.0,2
EXACT_x_EXACT,4-3-1-2,5-3-2,clearances,24.0,1
EXACT_x_EXACT,4-3-1-2,5-3-2,corners,6.0,1
EXACT_x_EXACT,4-3-1-2,5-3-2,crosses,10.0,1
EXACT_x_EXACT,4-3-2-1,3-5-2,clearances,47.0,1
EXACT_x_EXACT,4-3-2-1,3-5-2,corners,3.0,1
EXACT_x_EXACT,4-3-2-1,3-5-2,crosses,1.0,1
EXACT_x_EXACT,4-3-2-1,4-2-3-1,clearances,28.3333,3
EXACT_x_EXACT,4-3-2-1,4-2-3-1,corners,6.3333,3
EXACT_x_EXACT,4-3-2-1,4-2-3-1,crosses,3.0,3
EXACT_x_EXACT,4-3-3,3-1-4-2,clearances,25.0,2
EXACT_x_EXACT,4-3-3,3-1-4-2,corners,5.5,2
EXACT_x_EXACT,4-3-3,3-1-4-2,crosses,2.5,2
EXACT_x_EXACT,4-3-3,3-4-1-2,clearances,20.0,1
EXACT_x_EXACT,4-3-3,3-4-1-2,corners,5.0,1
EXACT_x_EXACT,4-3-3,3-4-1-2,crosses,4.0,1
EXACT_x_EXACT,4-3-3,3-4-2-1,clearances,22.5,18
EXACT_x_EXACT,4-3-3,3-4-2-1,corners,4.6667,18
EXACT_x_EXACT,4-3-3,3-4-2-1,crosses,4.1667,18
EXACT_x_EXACT,4-3-3,3-4-3,clearances,15.5,2
EXACT_x_EXACT,4-3-3,3-4-3,corners,5.0,2
EXACT_x_EXACT,4-3-3,3-4-3,crosses,4.0,2
EXACT_x_EXACT,4-3-3,3-5-2,clearances,22.8333,6
EXACT_x_EXACT,4-3-3,3-5-2,corners,7.6667,6
EXACT_x_EXACT,4-3-3,3-5-2,crosses,4.8333,6
EXACT_x_EXACT,4-3-3,4-1-3-2,clearances,23.0,1
EXACT_x_EXACT,4-3-3,4-1-3-2,corners,2.0,1
EXACT_x_EXACT,4-3-3,4-1-3-2,crosses,5.0,1
EXACT_x_EXACT,4-3-3,4-1-4-1,clearances,22.9231,13
EXACT_x_EXACT,4-3-3,4-1-4-1,corners,4.8462,13
EXACT_x_EXACT,4-3-3,4-1-4-1,crosses,4.0,13
EXACT_x_EXACT,4-3-3,4-2-3-1,clearances,20.8438,64
EXACT_x_EXACT,4-3-3,4-2-3-1,corners,4.9688,64
EXACT_x_EXACT,4-3-3,4-2-3-1,crosses,4.2812,64
EXACT_x_EXACT,4-3-3,4-3-1-2,clearances,12.0,2
EXACT_x_EXACT,4-3-3,4-3-1-2,corners,7.0,2
EXACT_x_EXACT,4-3-3,4-3-1-2,crosses,5.5,2
EXACT_x_EXACT,4-3-3,4-3-3,clearances,25.0833,12
EXACT_x_EXACT,4-3-3,4-3-3,corners,5.75,12
EXACT_x_EXACT,4-3-3,4-3-3,crosses,5.0,12
EXACT_x_EXACT,4-3-3,4-4-1-1,clearances,22.25,4
EXACT_x_EXACT,4-3-3,4-4-1-1,corners,4.5,4
EXACT_x_EXACT,4-3-3,4-4-1-1,crosses,4.75,4
EXACT_x_EXACT,4-3-3,4-4-2,clearances,22.6923,39
EXACT_x_EXACT,4-3-3,4-4-2,corners,5.2821,39
EXACT_x_EXACT,4-3-3,4-4-2,crosses,3.8462,39
EXACT_x_EXACT,4-3-3,4-5-1,clearances,19.0,1
EXACT_x_EXACT,4-3-3,4-5-1,corners,2.0,1
EXACT_x_EXACT,4-3-3,4-5-1,crosses,3.0,1
EXACT_x_EXACT,4-3-3,5-3-2,clearances,19.0833,12
EXACT_x_EXACT,4-3-3,5-3-2,corners,5.4167,12
EXACT_x_EXACT,4-3-3,5-3-2,crosses,4.8333,12
EXACT_x_EXACT,4-3-3,5-4-1,clearances,21.8333,6
EXACT_x_EXACT,4-3-3,5-4-1,corners,4.3333,6
EXACT_x_EXACT,4-3-3,5-4-1,crosses,5.3333,6
EXACT_x_EXACT,4-4-1-1,3-4-2-1,clearances,36.3333,3
EXACT_x_EXACT,4-4-1-1,3-4-2-1,corners,3.3333,3
EXACT_x_EXACT,4-4-1-1,3-4-2-1,crosses,2.6667,3
EXACT_x_EXACT,4-4-1-1,3-5-2,clearances,41.0,1
EXACT_x_EXACT,4-4-1-1,3-5-2,corners,1.0,1
EXACT_x_EXACT,4-4-1-1,3-5-2,crosses,0.0,1
EXACT_x_EXACT,4-4-1-1,4-1-4-1,clearances,30.5,4
EXACT_x_EXACT,4-4-1-1,4-1-4-1,corners,3.0,4
EXACT_x_EXACT,4-4-1-1,4-1-4-1,crosses,4.25,4
EXACT_x_EXACT,4-4-1-1,4-2-3-1,clearances,25.5833,12
EXACT_x_EXACT,4-4-1-1,4-2-3-1,corners,4.8333,12
EXACT_x_EXACT,4-4-1-1,4-2-3-1,crosses,3.6667,12
EXACT_x_EXACT,4-4-1-1,4-3-3,clearances,25.25,4
EXACT_x_EXACT,4-4-1-1,4-3-3,corners,4.75,4
EXACT_x_EXACT,4-4-1-1,4-3-3,crosses,4.75,4
EXACT_x_EXACT,4-4-1-1,4-4-2,clearances,31.25,4
EXACT_x_EXACT,4-4-1-1,4-4-2,corners,2.75,4
EXACT_x_EXACT,4-4-1-1,4-4-2,crosses,3.75,4
EXACT_x_EXACT,4-4-1-1,5-4-1,clearances,13.0,1
EXACT_x_EXACT,4-4-1-1,5-4-1,corners,2.0,1
EXACT_x_EXACT,4-4-1-1,5-4-1,crosses,3.0,1
EXACT_x_EXACT,4-4-2,3-1-4-2,clearances,19.5,4
EXACT_x_EXACT,4-4-2,3-1-4-2,corners,4.0,4
EXACT_x_EXACT,4-4-2,3-1-4-2,crosses,4.25,4
EXACT_x_EXACT,4-4-2,3-3-1-3,clearances,33.0,1
EXACT_x_EXACT,4-4-2,3-3-1-3,corners,3.0,1
EXACT_x_EXACT,4-4-2,3-3-1-3,crosses,3.0,1
EXACT_x_EXACT,4-4-2,3-4-1-2,clearances,18.5,2
EXACT_x_EXACT,4-4-2,3-4-1-2,corners,7.0,2
EXACT_x_EXACT,4-4-2,3-4-1-2,crosses,7.0,2
EXACT_x_EXACT,4-4-2,3-4-2-1,clearances,32.4,5
EXACT_x_EXACT,4-4-2,3-4-2-1,corners,5.2,5
EXACT_x_EXACT,4-4-2,3-4-2-1,crosses,2.2,5
EXACT_x_EXACT,4-4-2,3-4-3,clearances,20.0,8
EXACT_x_EXACT,4-4-2,3-4-3,corners,4.75,8
EXACT_x_EXACT,4-4-2,3-4-3,crosses,2.75,8
EXACT_x_EXACT,4-4-2,3-5-2,clearances,28.0,4
EXACT_x_EXACT,4-4-2,3-5-2,corners,4.75,4
EXACT_x_EXACT,4-4-2,3-5-2,crosses,3.0,4
EXACT_x_EXACT,4-4-2,4-1-3-2,clearances,18.0,1
EXACT_x_EXACT,4-4-2,4-1-3-2,corners,3.0,1
EXACT_x_EXACT,4-4-2,4-1-3-2,crosses,3.0,1
EXACT_x_EXACT,4-4-2,4-1-4-1,clearances,21.381,21
EXACT_x_EXACT,4-4-2,4-1-4-1,corners,4.7619,21
EXACT_x_EXACT,4-4-2,4-1-4-1,crosses,4.6667,21
EXACT_x_EXACT,4-4-2,4-2-3-1,clearances,24.7527,93
EXACT_x_EXACT,4-4-2,4-2-3-1,corners,4.6129,93
EXACT_x_EXACT,4-4-2,4-2-3-1,crosses,4.0108,93
EXACT_x_EXACT,4-4-2,4-3-1-2,clearances,18.5,2
EXACT_x_EXACT,4-4-2,4-3-1-2,corners,3.0,2
EXACT_x_EXACT,4-4-2,4-3-1-2,crosses,4.5,2
EXACT_x_EXACT,4-4-2,4-3-3,clearances,25.5385,39
EXACT_x_EXACT,4-4-2,4-3-3,corners,4.1282,39
EXACT_x_EXACT,4-4-2,4-3-3,crosses,3.8462,39
EXACT_x_EXACT,4-4-2,4-4-1-1,clearances,17.0,4
EXACT_x_EXACT,4-4-2,4-4-1-1,corners,4.5,4
EXACT_x_EXACT,4-4-2,4-4-1-1,crosses,4.75,4
EXACT_x_EXACT,4-4-2,4-4-2,clearances,23.3667,60
EXACT_x_EXACT,4-4-2,4-4-2,corners,5.0167,60
EXACT_x_EXACT,4-4-2,4-4-2,crosses,4.6333,60
EXACT_x_EXACT,4-4-2,4-5-1,clearances,17.6667,3
EXACT_x_EXACT,4-4-2,4-5-1,corners,3.6667,3
EXACT_x_EXACT,4-4-2,4-5-1,crosses,5.0,3
EXACT_x_EXACT,4-4-2,5-3-2,clearances,20.5625,16
EXACT_x_EXACT,4-4-2,5-3-2,corners,5.6875,16
EXACT_x_EXACT,4-4-2,5-3-2,crosses,4.8125,16
EXACT_x_EXACT,4-4-2,5-4-1,clearances,18.0,4
EXACT_x_EXACT,4-4-2,5-4-1,corners,4.25,4
EXACT_x_EXACT,4-4-2,5-4-1,crosses,2.5,4
EXACT_x_EXACT,4-5-1,3-4-2-1,clearances,23.3333,3
EXACT_x_EXACT,4-5-1,3-4-2-1,corners,5.6667,3
EXACT_x_EXACT,4-5-1,3-4-2-1,crosses,5.0,3
EXACT_x_EXACT,4-5-1,3-4-3,clearances,22.0,1
EXACT_x_EXACT,4-5-1,3-4-3,corners,6.0,1
EXACT_x_EXACT,4-5-1,3-4-3,crosses,9.0,1
EXACT_x_EXACT,4-5-1,4-1-4-1,clearances,23.5,2
EXACT_x_EXACT,4-5-1,4-1-4-1,corners,4.5,2
EXACT_x_EXACT,4-5-1,4-1-4-1,crosses,6.5,2
EXACT_x_EXACT,4-5-1,4-2-3-1,clearances,21.8,5
EXACT_x_EXACT,4-5-1,4-2-3-1,corners,5.2,5
EXACT_x_EXACT,4-5-1,4-2-3-1,crosses,5.0,5
EXACT_x_EXACT,4-5-1,4-3-3,clearances,31.0,1
EXACT_x_EXACT,4-5-1,4-3-3,corners,5.0,1
EXACT_x_EXACT,4-5-1,4-3-3,crosses,4.0,1
EXACT_x_EXACT,4-5-1,4-4-2,clearances,19.6667,3
EXACT_x_EXACT,4-5-1,4-4-2,corners,5.0,3
EXACT_x_EXACT,4-5-1,4-4-2,crosses,3.0,3
EXACT_x_EXACT,4-5-1,5-3-2,clearances,21.0,3
EXACT_x_EXACT,4-5-1,5-3-2,corners,3.3333,3
EXACT_x_EXACT,4-5-1,5-3-2,crosses,2.6667,3
EXACT_x_EXACT,5-3-2,3-1-4-2,clearances,40.5,2
EXACT_x_EXACT,5-3-2,3-1-4-2,corners,3.5,2
EXACT_x_EXACT,5-3-2,3-1-4-2,crosses,1.5,2
EXACT_x_EXACT,5-3-2,3-4-1-2,clearances,20.75,4
EXACT_x_EXACT,5-3-2,3-4-1-2,corners,4.5,4
EXACT_x_EXACT,5-3-2,3-4-1-2,crosses,5.25,4
EXACT_x_EXACT,5-3-2,3-4-2-1,clearances,17.0,2
EXACT_x_EXACT,5-3-2,3-4-2-1,corners,3.5,2
EXACT_x_EXACT,5-3-2,3-4-2-1,crosses,3.5,2
EXACT_x_EXACT,5-3-2,3-4-3,clearances,22.0,5
EXACT_x_EXACT,5-3-2,3-4-3,corners,4.4,5
EXACT_x_EXACT,5-3-2,3-4-3,crosses,4.2,5
EXACT_x_EXACT,5-3-2,3-5-2,clearances,21.0,1
EXACT_x_EXACT,5-3-2,3-5-2,corners,6.0,1
EXACT_x_EXACT,5-3-2,3-5-2,crosses,8.0,1
EXACT_x_EXACT,5-3-2,4-1-4-1,clearances,28.0,10
EXACT_x_EXACT,5-3-2,4-1-4-1,corners,2.9,10
EXACT_x_EXACT,5-3-2,4-1-4-1,crosses,4.4,10
EXACT_x_EXACT,5-3-2,4-2-3-1,clearances,24.3846,26
EXACT_x_EXACT,5-3-2,4-2-3-1,corners,4.1538,26
EXACT_x_EXACT,5-3-2,4-2-3-1,crosses,6.1154,26
EXACT_x_EXACT,5-3-2,4-3-1-2,clearances,26.0,1
EXACT_x_EXACT,5-3-2,4-3-1-2,corners,3.0,1
EXACT_x_EXACT,5-3-2,4-3-1-2,crosses,1.0,1
EXACT_x_EXACT,5-3-2,4-3-3,clearances,28.4167,12
EXACT_x_EXACT,5-3-2,4-3-3,corners,4.1667,12
EXACT_x_EXACT,5-3-2,4-3-3,crosses,3.5,12
EXACT_x_EXACT,5-3-2,4-4-2,clearances,26.0625,16
EXACT_x_EXACT,5-3-2,4-4-2,corners,4.125,16
EXACT_x_EXACT,5-3-2,4-4-2,crosses,5.8125,16
EXACT_x_EXACT,5-3-2,4-5-1,clearances,21.6667,3
EXACT_x_EXACT,5-3-2,4-5-1,corners,5.6667,3
EXACT_x_EXACT,5-3-2,4-5-1,crosses,5.6667,3
EXACT_x_EXACT,5-3-2,5-3-2,clearances,27.8,10
EXACT_x_EXACT,5-3-2,5-3-2,corners,5.8,10
EXACT_x_EXACT,5-3-2,5-3-2,crosses,4.2,10
EXACT_x_EXACT,5-3-2,5-4-1,clearances,15.5,2
EXACT_x_EXACT,5-3-2,5-4-1,corners,9.5,2
EXACT_x_EXACT,5-3-2,5-4-1,crosses,10.0,2
EXACT_x_EXACT,5-4-1,3-1-4-2,clearances,28.0,1
EXACT_x_EXACT,5-4-1,3-1-4-2,corners,4.0,1
EXACT_x_EXACT,5-4-1,3-1-4-2,crosses,4.0,1
EXACT_x_EXACT,5-4-1,3-3-1-3,clearances,33.0,1
EXACT_x_EXACT,5-4-1,3-3-1-3,corners,7.0,1
EXACT_x_EXACT,5-4-1,3-3-1-3,crosses,5.0,1
EXACT_x_EXACT,5-4-1,3-4-1-2,clearances,21.0,1
EXACT_x_EXACT,5-4-1,3-4-1-2,corners,8.0,1
EXACT_x_EXACT,5-4-1,3-4-1-2,crosses,2.0,1
EXACT_x_EXACT,5-4-1,3-4-2-1,clearances,22.5,2
EXACT_x_EXACT,5-4-1,3-4-2-1,corners,1.5,2
EXACT_x_EXACT,5-4-1,3-4-2-1,crosses,1.0,2
EXACT_x_EXACT,5-4-1,3-4-3,clearances,39.0,3
EXACT_x_EXACT,5-4-1,3-4-3,corners,3.3333,3
EXACT_x_EXACT,5-4-1,3-4-3,crosses,3.0,3
EXACT_x_EXACT,5-4-1,3-5-2,clearances,33.0,1
EXACT_x_EXACT,5-4-1,3-5-2,corners,3.0,1
EXACT_x_EXACT,5-4-1,3-5-2,crosses,6.0,1
EXACT_x_EXACT,5-4-1,4-1-4-1,clearances,22.3333,6
EXACT_x_EXACT,5-4-1,4-1-4-1,corners,3.6667,6
EXACT_x_EXACT,5-4-1,4-1-4-1,crosses,4.6667,6
EXACT_x_EXACT,5-4-1,4-2-3-1,clearances,36.0556,18
EXACT_x_EXACT,5-4-1,4-2-3-1,corners,2.8889,18
EXACT_x_EXACT,5-4-1,4-2-3-1,crosses,2.3889,18
EXACT_x_EXACT,5-4-1,4-3-3,clearances,19.6667,6
EXACT_x_EXACT,5-4-1,4-3-3,corners,4.3333,6
EXACT_x_EXACT,5-4-1,4-3-3,crosses,2.5,6
EXACT_x_EXACT,5-4-1,4-4-1-1,clearances,10.0,1
EXACT_x_EXACT,5-4-1,4-4-1-1,corners,1.0,1
EXACT_x_EXACT,5-4-1,4-4-1-1,crosses,5.0,1
EXACT_x_EXACT,5-4-1,4-4-2,clearances,22.0,4
EXACT_x_EXACT,5-4-1,4-4-2,corners,4.25,4
EXACT_x_EXACT,5-4-1,4-4-2,crosses,4.0,4
EXACT_x_EXACT,5-4-1,5-3-2,clearances,31.5,2
EXACT_x_EXACT,5-4-1,5-3-2,corners,4.0,2
EXACT_x_EXACT,5-4-1,5-3-2,crosses,4.5,2
EXACT_x_EXACT,5-4-1,5-4-1,clearances,22.0,2
EXACT_x_EXACT,5-4-1,5-4-1,corners,4.5,2
EXACT_x_EXACT,5-4-1,5-4-1,crosses,5.0,2
