fixture_id,competition,evidence_id,metric,base_metric,side,half,formation_condition,opponent_condition,value,raw_value,z_score,percentile,baseline,delta,sample_n,effective_n,shrinkage_level,evidence_level,venue,provider,reliability,temporal_status
mt_629495329,COMP_NEUTRAL,A_FC_formation_delta_crosses_against_ab48ae,formation_delta_crosses_against,crosses,AGAINST,FULL,TEAM_FORMATION_CONDITIONED,,0.0,0.0,-1.7372,0.0625,3.2635,-3.2635,0,0,DERIVED,TEAM_BASELINE,home,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FC_fc_clearances_for_fbe01e,fc_clearances_for,clearances,FOR,FULL,TEAM_FORMATION_CONDITIONED,,22.125,22.125,0.7093,0.6875,15.5129,6.6121,0,0,SHRUNK,TEAM_BASELINE,home,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FC_formation_delta_clearances_for_c16265,formation_delta_clearances_for,clearances,FOR,FULL,TEAM_FORMATION_CONDITIONED,,0.0,0.0,-1.6641,0.0625,15.5129,-15.5129,0,0,DERIVED,TEAM_BASELINE,home,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FC_fc_blocked_shots_for_add7c2,fc_blocked_shots_for,blocked_shots,FOR,FULL,TEAM_FORMATION_CONDITIONED,,1.875,1.875,-0.2676,0.3125,2.3314,-0.4564,0,0,SHRUNK,TEAM_BASELINE,home,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FC_formation_delta_blocked_shots_for_31a63b,formation_delta_blocked_shots_for,blocked_shots,FOR,FULL,TEAM_FORMATION_CONDITIONED,,0.0,0.0,-1.3672,0.1875,2.3314,-2.3314,0,0,DERIVED,TEAM_BASELINE,home,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FMX_fmx_crosses_for_a98847,fmx_crosses_for,crosses,FOR,FULL,OPP_FORMATION_CONDITIONED,4-3-3,6.9323,6.9323,1.1103,0.9375,4.0635,2.8688,8,5,HIERARCHICAL,VENUE_OVERALL,home,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FMX_fmx_crosses_against_0003a0,fmx_crosses_against,crosses,AGAINST,FULL,OPP_FORMATION_CONDITIONED,4-3-3,4.616,4.616,0.7199,0.8125,3.2635,1.3524,8,5,HIERARCHICAL,VENUE_OVERALL,home,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FMX_fmx_corners_for_bcaa91,fmx_corners_for,corners,FOR,FULL,OPP_FORMATION_CONDITIONED,4-3-3,5.7965,5.7965,0.7122,0.9375,4.1668,1.6297,8,5,HIERARCHICAL,VENUE_OVERALL,home,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FMX_fmx_corners_against_0b0456,fmx_corners_against,corners,AGAINST,FULL,OPP_FORMATION_CONDITIONED,4-3-3,6.5312,6.5312,0.7186,0.9375,4.5877,1.9435,8,5,HIERARCHICAL,VENUE_OVERALL,home,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FMX_fmx_touches_in_box_for_da97b3,fmx_touches_in_box_for,touches_in_box,FOR,FULL,OPP_FORMATION_CONDITIONED,4-3-3,21.282,21.282,0.2938,0.5625,17.965,3.317,8,5,HIERARCHICAL,VENUE_OVERALL,home,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FMX_fmx_clearances_for_030169,fmx_clearances_for,clearances,FOR,FULL,OPP_FORMATION_CONDITIONED,4-3-3,25.1302,25.1302,1.0316,0.9375,15.5129,9.6173,8,5,HIERARCHICAL,VENUE_OVERALL,home,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FMX_fmx_blocked_shots_for_bf5a9c,fmx_blocked_shots_for,blocked_shots,FOR,FULL,OPP_FORMATION_CONDITIONED,4-3-3,2.5037,2.5037,0.101,0.5625,2.3314,0.1723,8,5,HIERARCHICAL,VENUE_OVERALL,home,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,A_FMX_fmx_shots_inside_box_against_3c0533,fmx_shots_inside_box_against,shots_inside_box,AGAINST,FULL,OPP_FORMATION_CONDITIONED,4-3-3,8.127,8.127,0.7,0.625,7.7657,0.3613,8,5,HIERARCHICAL,VENUE_OVERALL,home,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_fc_crosses_for_afc7ab,fc_crosses_for,crosses,FOR,FULL,TEAM_FORMATION_CONDITIONED,,3.9524,3.9524,-0.043,0.4375,4.0635,-0.1111,1,1,DIRECT,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_formation_delta_crosses_for_ce3204,formation_delta_crosses_for,crosses,FOR,FULL,TEAM_FORMATION_CONDITIONED,,0.1746,0.1746,-1.5051,0.1875,4.0635,-3.8889,1,1,DERIVED,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_fc_corners_for_1d4039,fc_corners_for,corners,FOR,FULL,TEAM_FORMATION_CONDITIONED,,5.3333,5.3333,0.5098,0.5625,4.1668,1.1665,1,1,DIRECT,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_formation_delta_corners_for_6d4e32,formation_delta_corners_for,corners,FOR,FULL,TEAM_FORMATION_CONDITIONED,,0.4444,0.4444,-1.6267,0.1875,4.1668,-3.7224,1,1,DERIVED,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_fc_corners_against_46f276,fc_corners_against,corners,AGAINST,FULL,TEAM_FORMATION_CONDITIONED,,5.9524,5.9524,0.5046,0.4375,4.5877,1.3647,1,1,DIRECT,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_formation_delta_corners_against_050479,formation_delta_corners_against,corners,AGAINST,FULL,TEAM_FORMATION_CONDITIONED,,-0.1587,-0.1587,-1.7548,0.0625,4.5877,-4.7464,1,1,DERIVED,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_fc_touches_in_box_for_5c1fa5,fc_touches_in_box_for,touches_in_box,FOR,FULL,TEAM_FORMATION_CONDITIONED,,27.2381,27.2381,0.8213,0.6875,17.965,9.2731,1,1,DIRECT,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_formation_delta_touches_in_box_for_a50314,formation_delta_touches_in_box_for,touches_in_box,FOR,FULL,TEAM_FORMATION_CONDITIONED,,-0.2063,-0.2063,-1.6094,0.0625,17.965,-18.1713,1,1,DERIVED,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_fc_total_shots_for_ee2f16,fc_total_shots_for,total_shots,FOR,FULL,TEAM_FORMATION_CONDITIONED,,14.9524,14.9524,0.942,0.75,8.7221,6.2303,1,1,DIRECT,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_formation_delta_total_shots_for_48b288,formation_delta_total_shots_for,total_shots,FOR,FULL,TEAM_FORMATION_CONDITIONED,,-0.4921,-0.4921,-1.3932,0.0833,8.7221,-9.2142,1,1,DERIVED,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_fc_possession_for_82546d,fc_possession_for,possession,FOR,FULL,TEAM_FORMATION_CONDITIONED,,66.3333,66.3333,1.0652,0.9167,37.2987,29.0346,1,1,DIRECT,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_formation_delta_possession_for_4c30e4,formation_delta_possession_for,possession,FOR,FULL,TEAM_FORMATION_CONDITIONED,,1.4444,1.4444,-1.3154,0.25,37.2987,-35.8543,1,1,DERIVED,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_fc_crosses_against_88e530,fc_crosses_against,crosses,AGAINST,FULL,TEAM_FORMATION_CONDITIONED,,4.5238,4.5238,0.6708,0.6875,3.2635,1.2602,1,1,DIRECT,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_formation_delta_crosses_against_5c77c4,formation_delta_crosses_against,crosses,AGAINST,FULL,TEAM_FORMATION_CONDITIONED,,0.0794,0.0794,-1.6949,0.1875,3.2635,-3.1841,1,1,DERIVED,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_fc_clearances_for_80f333,fc_clearances_for,clearances,FOR,FULL,TEAM_FORMATION_CONDITIONED,,17.7143,17.7143,0.2361,0.4375,15.5129,2.2014,1,1,DIRECT,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_formation_delta_clearances_for_f50058,formation_delta_clearances_for,clearances,FOR,FULL,TEAM_FORMATION_CONDITIONED,,0.0476,0.0476,-1.6589,0.1875,15.5129,-15.4653,1,1,DERIVED,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_fc_blocked_shots_for_70d982,fc_blocked_shots_for,blocked_shots,FOR,FULL,TEAM_FORMATION_CONDITIONED,,3.8095,3.8095,0.8668,0.6875,2.3314,1.4781,1,1,DIRECT,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FC_formation_delta_blocked_shots_for_a9dab3,formation_delta_blocked_shots_for,blocked_shots,FOR,FULL,TEAM_FORMATION_CONDITIONED,,-0.3016,-0.3016,-1.5441,0.0625,2.3314,-2.633,1,1,DERIVED,EXACT_FORMATION,away,derived_formation,LOW,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FMX_fmx_crosses_for_862db6,fmx_crosses_for,crosses,FOR,FULL,OPP_FORMATION_CONDITIONED,4-2-3-1,4.3654,4.3654,0.1169,0.5625,4.0635,0.3019,9,5,HIERARCHICAL,VENUE_OVERALL,away,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FMX_fmx_crosses_against_01fe86,fmx_crosses_against,crosses,AGAINST,FULL,OPP_FORMATION_CONDITIONED,4-2-3-1,4.7273,4.7273,0.7792,0.9375,3.2635,1.4637,9,5,HIERARCHICAL,VENUE_OVERALL,away,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FMX_fmx_corners_for_e2fe5f,fmx_corners_for,corners,FOR,FULL,OPP_FORMATION_CONDITIONED,4-2-3-1,5.6672,5.6672,0.6557,0.8125,4.1668,1.5004,9,5,HIERARCHICAL,VENUE_OVERALL,away,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FMX_fmx_corners_against_07991e,fmx_corners_against,corners,AGAINST,FULL,OPP_FORMATION_CONDITIONED,4-2-3-1,6.2101,6.2101,0.5998,0.6875,4.5877,1.6224,9,5,HIERARCHICAL,VENUE_OVERALL,away,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FMX_fmx_touches_in_box_for_7f52f7,fmx_touches_in_box_for,touches_in_box,FOR,FULL,OPP_FORMATION_CONDITIONED,4-2-3-1,30.2536,30.2536,1.0884,0.9375,17.965,12.2886,9,5,HIERARCHICAL,VENUE_OVERALL,away,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FMX_fmx_clearances_for_2b73e8,fmx_clearances_for,clearances,FOR,FULL,OPP_FORMATION_CONDITIONED,4-2-3-1,19.4929,19.4929,0.4269,0.5625,15.5129,3.98,9,5,HIERARCHICAL,VENUE_OVERALL,away,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FMX_fmx_blocked_shots_for_5c1b8d,fmx_blocked_shots_for,blocked_shots,FOR,FULL,OPP_FORMATION_CONDITIONED,4-2-3-1,4.4702,4.4702,1.2543,0.9375,2.3314,2.1388,9,5,HIERARCHICAL,VENUE_OVERALL,away,derived_formation,MEDIUM,PIT_SAFE
mt_629495329,COMP_NEUTRAL,B_FMX_fmx_shots_inside_box_against_bb7940,fmx_shots_inside_box_against,shots_inside_box,AGAINST,FULL,OPP_FORMATION_CONDITIONED,4-2-3-1,8.3948,8.3948,1.2189,0.875,7.7657,0.6291,9,5,HIERARCHICAL,VENUE_OVERALL,away,derived_formation,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_ATK_crosses_for_058aa5,crosses_for,crosses,FOR,FULL,UNCONDITIONED,TEAM_B,8.0303,8.0303,0.9713,0.6875,4.9841,3.0462,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_ATK_total_shots_for_fe058b,total_shots_for,total_shots,FOR,FULL,UNCONDITIONED,TEAM_B,13.2803,13.2803,0.8366,0.75,8.322,4.9583,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_ATK_shots_on_target_for_56aeb2,shots_on_target_for,shots_on_target,FOR,FULL,UNCONDITIONED,TEAM_B,4.7879,4.7879,1.0,0.75,4.3182,0.4697,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_ATK_shots_inside_box_for_af09a8,shots_inside_box_for,shots_inside_box,FOR,FULL,UNCONDITIONED,TEAM_B,10.0303,10.0303,1.0,0.75,8.5379,1.4924,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_ATK_touches_in_box_for_37c913,touches_in_box_for,touches_in_box,FOR,FULL,UNCONDITIONED,TEAM_B,27.3712,27.3712,0.7248,0.6875,19.0651,8.3061,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_ATK_corners_for_12cf00,corners_for,corners,FOR,FULL,UNCONDITIONED,TEAM_B,4.5379,4.5379,0.1965,0.4375,4.0803,0.4576,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_ATK_possession_for_29576c,possession_for,possession,FOR,FULL,UNCONDITIONED,TEAM_B,52.4167,52.4167,0.7327,0.75,34.9369,17.4798,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_ATK_throw_ins_for_e3c08e,throw_ins_for,throw_ins,FOR,FULL,UNCONDITIONED,TEAM_B,19.4318,19.4318,-1.0,0.25,20.5606,-1.1288,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_ATK_final_third_entries_for_3434e7,final_third_entries_for,final_third_entries,FOR,FULL,UNCONDITIONED,TEAM_B,54.4242,54.4242,1.0,0.75,52.6401,1.7841,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DEF_crosses_against_7b2030,crosses_against,crosses,AGAINST,FULL,UNCONDITIONED,TEAM_B,3.3636,3.3636,0.4637,0.6875,2.5895,0.7741,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DEF_total_shots_against_6e9874,total_shots_against,total_shots,AGAINST,FULL,UNCONDITIONED,TEAM_B,12.3864,12.3864,1.0,0.75,11.928,0.4584,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DEF_shots_inside_box_against_fdc882,shots_inside_box_against,shots_inside_box,AGAINST,FULL,UNCONDITIONED,TEAM_B,9.4621,9.4621,0.2664,0.625,9.1496,0.3125,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DEF_touches_in_box_against_1ce7c5,touches_in_box_against,touches_in_box,AGAINST,FULL,UNCONDITIONED,TEAM_B,20.447,20.447,1.0,0.75,20.0568,0.3902,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DEF_corners_against_5404b9,corners_against,corners,AGAINST,FULL,UNCONDITIONED,TEAM_B,4.2273,4.2273,0.4818,0.6875,3.1829,1.0444,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DEF_blocked_shots_for_99f685,blocked_shots_for,blocked_shots,FOR,FULL,UNCONDITIONED,TEAM_B,3.2879,3.2879,0.4359,0.5625,2.6485,0.6394,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DEF_clearances_for_63fefc,clearances_for,clearances,FOR,FULL,UNCONDITIONED,TEAM_B,13.7652,13.7652,0.1486,0.4375,12.5105,1.2547,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DEF_interceptions_for_2c79b7,interceptions_for,interceptions,FOR,FULL,UNCONDITIONED,TEAM_B,7.8712,7.8712,-1.0,0.25,8.0909,-0.2197,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DIS_fouls_for_49544b,fouls_for,fouls,FOR,FULL,UNCONDITIONED,TEAM_B,18.0682,18.0682,1.0,0.75,16.428,1.6402,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DIS_tackles_for_17385e,tackles_for,tackles,FOR,FULL,UNCONDITIONED,TEAM_B,17.3939,17.3939,-1.0,0.25,18.1099,-0.716,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DIS_yellow_cards_for_c4c378,yellow_cards_for,yellow_cards,FOR,FULL,UNCONDITIONED,TEAM_B,3.2727,3.2727,1.0,0.75,3.1288,0.1439,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_DIS_fouls_against_33f31f,fouls_against,fouls,AGAINST,FULL,UNCONDITIONED,TEAM_B,15.7121,15.7121,1.0,0.75,14.4772,1.2348,6,4,SHRUNK,VENUE_OVERALL,home,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_ATK_crosses_for_fbb4a1,crosses_for,crosses,FOR,FULL,UNCONDITIONED,TEAM_A,4.7955,4.7955,-0.0601,0.4375,4.9841,-0.1886,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_ATK_total_shots_for_f18fd8,total_shots_for,total_shots,FOR,FULL,UNCONDITIONED,TEAM_A,12.0682,12.0682,0.6321,0.5833,8.322,3.7462,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_ATK_shots_on_target_for_b45984,shots_on_target_for,shots_on_target,FOR,FULL,UNCONDITIONED,TEAM_A,3.8485,3.8485,-1.0,0.25,4.3182,-0.4697,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_ATK_shots_inside_box_for_3d94c7,shots_inside_box_for,shots_inside_box,FOR,FULL,UNCONDITIONED,TEAM_A,7.0455,7.0455,-1.0,0.25,8.5379,-1.4924,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_ATK_touches_in_box_for_8cfa07,touches_in_box_for,touches_in_box,FOR,FULL,UNCONDITIONED,TEAM_A,22.0,22.0,0.2561,0.4375,19.0651,2.9349,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_ATK_corners_for_0d1e37,corners_for,corners,FOR,FULL,UNCONDITIONED,TEAM_A,5.6515,5.6515,0.6746,0.6875,4.0803,1.5712,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_ATK_possession_for_2c53bf,possession_for,possession,FOR,FULL,UNCONDITIONED,TEAM_A,50.7879,50.7879,0.6645,0.4167,34.9369,15.851,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_ATK_throw_ins_for_f0e421,throw_ins_for,throw_ins,FOR,FULL,UNCONDITIONED,TEAM_A,21.6894,21.6894,1.0,0.75,20.5606,1.1288,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_ATK_final_third_entries_for_75303e,final_third_entries_for,final_third_entries,FOR,FULL,UNCONDITIONED,TEAM_A,50.8561,50.8561,-1.0,0.25,52.6401,-1.7841,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DEF_crosses_against_1506f2,crosses_against,crosses,AGAINST,FULL,UNCONDITIONED,TEAM_A,3.1136,3.1136,0.3139,0.4375,2.5895,0.5241,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DEF_total_shots_against_60c297,total_shots_against,total_shots,AGAINST,FULL,UNCONDITIONED,TEAM_A,11.4697,11.4697,-1.0,0.25,11.928,-0.4583,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DEF_shots_inside_box_against_f2afca,shots_inside_box_against,shots_inside_box,AGAINST,FULL,UNCONDITIONED,TEAM_A,7.3939,7.3939,-1.4964,0.125,9.1496,-1.7557,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DEF_touches_in_box_against_26c6dc,touches_in_box_against,touches_in_box,AGAINST,FULL,UNCONDITIONED,TEAM_A,19.6667,19.6667,-1.0,0.25,20.0568,-0.3901,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DEF_corners_against_0301d3,corners_against,corners,AGAINST,FULL,UNCONDITIONED,TEAM_A,4.1061,4.1061,0.4259,0.5625,3.1829,0.9232,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DEF_blocked_shots_for_ae7762,blocked_shots_for,blocked_shots,FOR,FULL,UNCONDITIONED,TEAM_A,3.2348,3.2348,0.3997,0.4375,2.6485,0.5863,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DEF_clearances_for_5c79b1,clearances_for,clearances,FOR,FULL,UNCONDITIONED,TEAM_A,18.4091,18.4091,0.6988,0.8125,12.5105,5.8986,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DEF_interceptions_for_aafe34,interceptions_for,interceptions,FOR,FULL,UNCONDITIONED,TEAM_A,8.3106,8.3106,1.0,0.75,8.0909,0.2197,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DIS_fouls_for_581699,fouls_for,fouls,FOR,FULL,UNCONDITIONED,TEAM_A,14.7879,14.7879,-1.0,0.25,16.428,-1.6401,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DIS_tackles_for_57befa,tackles_for,tackles,FOR,FULL,UNCONDITIONED,TEAM_A,18.8258,18.8258,1.0,0.75,18.1099,0.7159,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DIS_yellow_cards_for_9c9537,yellow_cards_for,yellow_cards,FOR,FULL,UNCONDITIONED,TEAM_A,2.9848,2.9848,-1.0,0.25,3.1288,-0.144,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,B_DIS_fouls_against_6023cb,fouls_against,fouls,AGAINST,FULL,UNCONDITIONED,TEAM_A,13.2424,13.2424,-1.0,0.25,14.4772,-1.2348,6,4,SHRUNK,VENUE_OVERALL,away,thestatsapi,MEDIUM,PIT_SAFE
mt_408750625,COMP_NEUTRAL,ENV_corners_245e1a,league_corners_env,league_corners_env,NEUTRAL,FULL,UNCONDITIONED,,9.562,9.562,,0.5,9.562,0.0,0,0,DIRECT,COMPETITION_PRIOR,,derived,HIGH,PIT_SAFE
mt_408750625,COMP_NEUTRAL,ENV_total_shots_4b0f7a,league_total_shots_env,league_total_shots_env,NEUTRAL,FULL,UNCONDITIONED,,24.9339,24.9339,,0.5,24.9339,0.0,0,0,DIRECT,COMPETITION_PRIOR,,derived,HIGH,PIT_SAFE
mt_408750625,COMP_NEUTRAL,ENV_fouls_51177d,league_fouls_env,league_fouls_env,NEUTRAL,FULL,UNCONDITIONED,,25.8843,25.8843,,0.5,25.8843,0.0,0,0,DIRECT,COMPETITION_PRIOR,,derived,HIGH,PIT_SAFE
mt_408750625,COMP_NEUTRAL,ENV_yellow_cards_383918,league_yellow_cards_env,league_yellow_cards_env,NEUTRAL,FULL,UNCONDITIONED,,5.0413,5.0413,,0.5,5.0413,0.0,0,0,DIRECT,COMPETITION_PRIOR,,derived,HIGH,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_FC_fc_crosses_for_43dca2,fc_crosses_for,crosses,FOR,FULL,TEAM_FORMATION_CONDITIONED,,8.3333,8.3333,1.0679,0.9375,4.9841,3.3492,0,0,SHRUNK,TEAM_BASELINE,home,derived_formation,LOW,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_FC_formation_delta_crosses_for_1c90a2,formation_delta_crosses_for,crosses,FOR,FULL,TEAM_FORMATION_CONDITIONED,,0.0,0.0,-1.5892,0.0625,4.9841,-4.9841,0,0,DERIVED,TEAM_BASELINE,home,derived_formation,LOW,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_FC_fc_corners_for_813b35,fc_corners_for,corners,FOR,FULL,TEAM_FORMATION_CONDITIONED,,4.1667,4.1667,0.0371,0.3125,4.0803,0.0864,0,0,SHRUNK,TEAM_BASELINE,home,derived_formation,LOW,PIT_SAFE
mt_408750625,COMP_NEUTRAL,A_FC_formation_delta_corners_for_e47f14,formation_delta_corners_for,corners,FOR,FULL,TEAM_FORMATION_CONDITIONED,,0.0,0.0,-1.752,0.0625,4.0803,-4.0803,0,0,DERIVED,TEAM_BASELINE,home,derived_formation,LOW,PIT_SAFE
